compression_scale,start_year,end_year,summary
100 Years,898400,898500,"Defense Pact (Yr 898422): In Year 898422, the The Consolidated Star Empire and The Sci... | Scientific Breakthrough (Yr 898477): In Year 898477, The Allied Technocracy successfully complete..."
100 Years,898500,898600,"Megastructure Completion (Yr 898532): In Year 898532, the The Zylarian Technocracy completed the c..."
100 Years,898600,898700,"Megastructure Completion (Yr 898622): In Year 898622, researchers in The Consolidated Gaeian Syste..."
100 Years,898700,898800,"Economic Collapse (Yr 898782): In Year 898782, a gold rush of rare FTL fuel elements trigge... | Megastructure Completion (Yr 898716): In Year 898716, researchers in The Consolidated Consolidated..."
100 Years,898800,898900,"Resource Catastrophe (Yr 898841): In Year 898841, a mysterious cosmic pandemic swept through C..."
100 Years,898900,899000,"Alliance Formation (Yr 898941): In Year 898941, The Scientific AI Hegemony acted as a peace ..."
100 Years,899000,899100,"Megastructure Completion (Yr 899025): In Year 899025, The Great Scientific Imperium successfully c..."
100 Years,899100,899200,"AI Uprising (Yr 899107): In Year 899107, a catastrophic solar flare in Capella Prime ... | Peace Treaty Signing (Yr 899157): In Year 899157, The Great Scientific Imperium acted as a pea..."
100 Years,899200,899300,"Economic Collapse (Yr 899256): In Year 899256, a gold rush of rare FTL fuel elements trigge..."
100 Years,899300,899400,"Alliance Formation (Yr 899338): In Year 899338, the The Solari Star Empire and The Scientifi..."
100 Years,899400,899500,"Colonization (Yr 899438): In Year 899438, a joint colony was founded in Orion Prime by..."
100 Years,899500,899600,"Megastructure Completion (Yr 899532): In Year 899532, the The Consolidated Unified Systems complet..."
100 Years,899600,899700,"AI Uprising (Yr 899628): In Year 899628, a catastrophic solar flare in Sirius Beta de..."
100 Years,899700,899800,"War End (Yr 899795): In Year 899795, the joint fleets of The Unified AI Hegemony ... | Economic Event (Yr 899725): In Year 899725, industrial megacorporations in The Scientifi..."
100 Years,899800,899900,"FTL Network Failure (Yr 899891): In Year 899891, a catastrophic solar flare in Aldebaran Mino..."
100 Years,899900,900000,"Refugee Crisis (Yr 899952): In Year 899952, a mysterious cosmic pandemic swept through S..."
100 Years,900000,900100,"Economic Event (Yr 900037): In Year 900037, resource depletion in the Sirius Arm sector ..."
100 Years,900100,900200,"Deep Space Engagement (Yr 900179): In Year 900179, the The Consolidated Unified Systems launche... | Colonization (Yr 900112): In Year 900112, a joint colony was founded in Capella Expans..."
100 Years,900200,900300,"Planetary Invasion (Yr 900268): In Year 900268, a skirmish broke out in Orion Prime between ..."
100 Years,900300,900400,"Planetary Invasion (Yr 900331): In Year 900331, the joint fleets of The Allied Technocracy a..."
100 Years,900400,900500,"Pandemic Event (Yr 900412): In Year 900412, the FTL jump gate in Capella Nebula suffered... | Market Crash (Yr 900496): In Year 900496, industrial megacorporations in The Great Sci..."
100 Years,900500,900600,"Megastructure Completion (Yr 900585): In Year 900585, The Meran Technocracy successfully completed..."
100 Years,900600,900700,"Colonization (Yr 900681): In Year 900681, a joint colony was founded in Polaris Prime ..."
100 Years,900700,900800,"Economic Collapse (Yr 900731): In Year 900731, The Great Unified Imperium experienced a mas..."
100 Years,900800,900900,"Megastructure Completion (Yr 900873): In Year 900873, the The Zylarex AI Hegemony completed the co... | Alliance Formation (Yr 900813): In Year 900813, diplomatic relations between The Solari Tech..."
100 Years,900900,901000,"War Declaration (Yr 900967): In Year 900967, a skirmish broke out in Antares Reach betwee..."
100 Years,901000,901100,"Resource Catastrophe (Yr 901019): In Year 901019, a mysterious cosmic pandemic swept through V..."
100 Years,901100,901200,"Wormhole Collapse (Yr 901101): In Year 901101, a rogue AI network in The Great Zelex Imperi... | Megastructure Completion (Yr 901179): In Year 901179, the The Aurelis AI Hegemony completed the co..."
100 Years,901200,901300,"Market Crash (Yr 901253): In Year 901253, a gold rush of rare FTL fuel elements trigge..."
100 Years,901300,901400,"AI Uprising (Yr 901344): In Year 901344, a mysterious cosmic pandemic swept through S..."
100 Years,901400,901500,"Galactic Federation (Yr 901443): In Year 901443, diplomatic relations between The Consolidate..."
100 Years,901500,901600,"Scientific Breakthrough (Yr 901528): In Year 901528, the The Great Scientific Imperium completed ..."
100 Years,901600,901700,"Megastructure Completion (Yr 901609): In Year 901609, The Great Allied Imperium successfully compl..."
100 Years,901700,901800,"FTL Network Failure (Yr 901703): In Year 901703, a mysterious cosmic pandemic swept through R... | Galactic Federation (Yr 901794): In Year 901794, The Great Scientific Imperium acted as a pea..."
100 Years,901800,901900,"FTL Network Failure (Yr 901846): In Year 901846, a rogue AI network in The Great Galactican I..."
100 Years,901900,902000,"Colonization (Yr 901997): In Year 901997, The Aurelian AI Hegemony established a scien... | Trade Agreement (Yr 901937): In Year 901937, resource depletion in the Sirius Expanse sec..."
100 Years,902000,902100,"Alliance Formation (Yr 902087): In Year 902087, the The Great Galactican Imperium and The Co..."
100 Years,902100,902200,"Scientific Breakthrough (Yr 902162): In Year 902162, the The Great Cygnan Imperium completed the ..."
100 Years,902200,902300,"Peace Treaty Signing (Yr 902298): In Year 902298, diplomatic relations between The Consolidate... | Trade Agreement (Yr 902216): In Year 902216, The Great Scientific Imperium experienced a ..."
100 Years,902300,902400,"Colonization (Yr 902367): In Year 902367, a joint colony was founded in Capella Arm by..."
100 Years,902400,902500,"Resource Catastrophe (Yr 902465): In Year 902465, a rogue AI network in The Great Cygnan Imper..."
100 Years,902500,902600,"Megastructure Completion (Yr 902547): In Year 902547, a breakthrough in zero-point energy generati..."
100 Years,902600,902700,"Economic Collapse (Yr 902633): In Year 902633, The Unified AI Hegemony experienced a massiv..."
100 Years,902700,902800,"Megastructure Completion (Yr 902712): In Year 902712, a breakthrough in zero-point energy generati... | Galactic Federation (Yr 902776): In Year 902776, The Aurelex Star Empire acted as a peace med..."
100 Years,902800,902900,"Colonization (Yr 902832): In Year 902832, colonial fleets from The Xenan Technocracy s..."
100 Years,902900,903000,"Peace Treaty Signing (Yr 902907): In Year 902907, the The Scientific Technocracy and The Vespe... | Orbital Battle (Yr 902997): In Year 902997, the The Consolidated Persean Systems launche..."
100 Years,903000,903100,"Colonization (Yr 903081): In Year 903081, a joint colony was founded in Betelgeuse Bet..."
100 Years,903100,903200,"Peace Treaty Signing (Yr 903148): In Year 903148, the The Consolidated Scientific Systems and ..."
100 Years,903200,903300,"Peace Treaty Signing (Yr 903248): In Year 903248, the The Great Unified Imperium and The Scien..."
100 Years,903300,903400,"Peace Treaty Signing (Yr 903397): In Year 903397, the The Great Unified Imperium and The Great... | Market Crash (Yr 903311): In Year 903311, a gold rush of rare FTL fuel elements trigge..."
100 Years,903400,903500,"Market Crash (Yr 903452): In Year 903452, resource depletion in the Orion Minor sector..."
100 Years,903500,903600,"AI Uprising (Yr 903508): In Year 903508, a catastrophic solar flare in Betelgeuse Maj... | Deep Space Engagement (Yr 903597): In Year 903597, the The Consolidated Unified Systems launche..."
100 Years,903600,903700,"Scientific Breakthrough (Yr 903663): In Year 903663, the The Unified Technocracy completed the co..."
100 Years,903700,903800,"Galactic Federation (Yr 903782): In Year 903782, The Scientific Technocracy acted as a peace ... | Colony Assault (Yr 903719): In Year 903719, a skirmish broke out in Sagittarius Beta bet..."
100 Years,903800,903900,"Colonization (Yr 903877): In Year 903877, a joint colony was founded in Orion Arm by s..."
100 Years,903900,904000,"Megastructure Completion (Yr 903951): In Year 903951, researchers in The Great Consolidated Imperi..."
100 Years,904000,904100,"Planetary Invasion (Yr 904015): In Year 904015, the The Scientific AI Hegemony launched a su..."
100 Years,904100,904200,"Pandemic Event (Yr 904163): In Year 904163, a rogue AI network in The Consolidated Allie... | Trade Agreement (Yr 904108): In Year 904108, a gold rush of rare FTL fuel elements trigge..."
100 Years,904200,904300,"Peace Treaty Signing (Yr 904249): In Year 904249, the The Consolidated Orionite Systems and Th..."
100 Years,904300,904400,"AI Uprising (Yr 904331): In Year 904331, a mysterious cosmic pandemic swept through P..."
100 Years,904400,904500,"Refugee Crisis (Yr 904419): In Year 904419, a rogue AI network in The Great Unified Impe..."
100 Years,904500,904600,"AI Uprising (Yr 904586): In Year 904586, a rogue AI network in The Great Consolidated... | FTL Network Failure (Yr 904515): In Year 904515, a catastrophic solar flare in Betelgeuse Neb..."
100 Years,904600,904700,"Megastructure Completion (Yr 904668): In Year 904668, a breakthrough in zero-point energy generati..."
100 Years,904700,904800,"Megastructure Completion (Yr 904749): In Year 904749, a breakthrough in zero-point energy generati... | Galactic Federation (Yr 904799): In Year 904799, the The Great Scientific Imperium and The Nu..."
100 Years,904800,904900,"Colonization (Yr 904898): In Year 904898, colonial fleets from The Consolidated Scient..."
100 Years,904900,905000,"Economic Collapse (Yr 904968): In Year 904968, resource depletion in the Pollux Arm sector ..."
100 Years,905000,905100,"Scientific Breakthrough (Yr 905025): In Year 905025, researchers in The Consolidated Zelis System..."
100 Years,905100,905200,"Colony Assault (Yr 905107): In Year 905107, The Consolidated Unified Systems successfull..."
100 Years,905200,905300,"Pandemic Event (Yr 905206): In Year 905206, a catastrophic solar flare in Pollux Minor d... | Pandemic Event (Yr 905289): In Year 905289, a mysterious cosmic pandemic swept through C..."
100 Years,905300,905400,"Resource Catastrophe (Yr 905340): In Year 905340, a rogue AI network in The Consolidated Perse..."
100 Years,905400,905500,"Economic Collapse (Yr 905422): In Year 905422, a gold rush of rare FTL fuel elements trigge..."
100 Years,905500,905600,"Alliance Formation (Yr 905502): In Year 905502, the The Unified Star Empire and The Great Or... | Colonization (Yr 905560): In Year 905560, The Great Unified Imperium established a sci..."
100 Years,905600,905700,"Wormhole Collapse (Yr 905639): In Year 905639, a catastrophic solar flare in Polaris Arm de... | Planetary Invasion (Yr 905691): In Year 905691, the joint fleets of The Great Consolidated I..."
100 Years,905700,905800,"Colony Assault (Yr 905752): In Year 905752, the The Great Consolidated Imperium launched..."
100 Years,905800,905900,"Megastructure Completion (Yr 905814): In Year 905814, The Aurelian Star Empire successfully comple..."
100 Years,905900,906000,"Planetary Invasion (Yr 905963): In Year 905963, The Great Orionis Imperium successfully anne... | Orbital Battle (Yr 905911): In Year 905911, a skirmish broke out in Capella Nebula betwe..."
100 Years,906000,906100,"War End (Yr 906035): In Year 906035, The Consolidated Scientific Systems successf..."
100 Years,906100,906200,"Refugee Crisis (Yr 906127): In Year 906127, a mysterious cosmic pandemic swept through C... | Colonization (Yr 906191): In Year 906191, a joint colony was founded in Pollux Reach b..."
100 Years,906200,906300,"Trade Agreement (Yr 906285): In Year 906285, industrial megacorporations in The Vesperian..."
100 Years,906300,906400,"Alliance Formation (Yr 906372): In Year 906372, The Great Allied Imperium acted as a peace m..."
100 Years,906400,906500,"Resource Catastrophe (Yr 906440): In Year 906440, the FTL jump gate in Centauri Sigma suffered... | Peace Treaty Signing (Yr 906496): In Year 906496, the The Great Scientific Imperium and The Un..."
100 Years,906500,906600,"Market Crash (Yr 906564): In Year 906564, The Great Scientific Imperium experienced a ..."
100 Years,906600,906700,"Orbital Battle (Yr 906649): In Year 906649, The Scientific Technocracy successfully anne..."
100 Years,906700,906800,"Peace Treaty Signing (Yr 906710): In Year 906710, diplomatic relations between The Great Kaelu... | Scientific Breakthrough (Yr 906788): In Year 906788, The Consolidated Chi-bulgis Systems successf..."
100 Years,906800,906900,"Colonization (Yr 906859): In Year 906859, a joint colony was founded in Betelgeuse Bet..."
100 Years,906900,907000,"Megastructure Completion (Yr 906915): In Year 906915, The Consolidated Technocracy successfully co... | Colonization (Yr 906986): In Year 906986, colonial fleets from The Unified AI Hegemony..."
100 Years,907000,907100,"Pandemic Event (Yr 907048): In Year 907048, a rogue AI network in The Great Allied Imper..."
100 Years,907100,907200,"AI Uprising (Yr 907192): In Year 907192, the FTL jump gate in Aldebaran Expanse suffe... | Colonization (Yr 907117): In Year 907117, colonial fleets from The Great Unified Imper..."
100 Years,907200,907300,"Deep Space Engagement (Yr 907274): In Year 907274, the The Merian AI Hegemony launched a surpri..."
