tick,year,civilization_id,civilization_name,decision,reason,result
15,1500,3be9d94e07,Unified Kaelumoid Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.606.
15,1500,033668785c,The Solis Federation,ALLY,Diplomatic outreach for alliance sent to Consolidated Xenoid Worlds (distance: 0.0 LY).,Consolidated Xenoid Worlds immediately rejected alliance from The Solis Federation due to low relations (-100.0).
15,1500,f8a4edc83b,Consolidated Xenoid Worlds,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.6% to 68.7%.
15,1500,d2748466c9,Scientific Xenis Union,RESEARCH,Research priorities chosen due to curiosity (90.2) and tech potential (18.6).,Technological level increased by 0.140 to 10.700.
15,1500,4a7ef72f37,The Bulgite Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 20.2% to 30.2%.
15,1500,23979e6a05,Unified Persean Council,RESEARCH,Research priorities chosen due to curiosity (76.3) and tech potential (15.1).,Technological level increased by 0.126 to 9.876.
15,1500,b6e89e8b4d,Allied Chi-perseis Systems,TRADE,Proposed trade agreement to neighbor Unified Persean Council (distance: 0.0 LY).,Unified Persean Council declined trade proposal from Allied Chi-perseis Systems.
15,1500,243eff68e3,Sigma-bulgis Directorate,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
15,1500,9aa2eff7c3,Persean Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (20.6).,Gained 300.0 resource units and +5.0 stability.
15,1500,5db2756626,Unified Zelian Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
15,1500,37df7ce9be,Unified Xenoid Council,RESEARCH,Research priorities chosen due to curiosity (94.1) and tech potential (19.2).,Technological level increased by 0.144 to 10.572.
15,1500,52d6d92e6b,Unified Xenoid Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
15,1500,ea27a17ca6,The Meris Federation,ALLY,Diplomatic outreach for alliance sent to Unified Zelian Council (distance: 0.0 LY).,Unified Zelian Council immediately rejected alliance from The Meris Federation due to low relations (16.0).
15,1500,962632e3ac,Zylarex Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (24.5).,Gained 300.0 resource units and +5.0 stability.
15,1500,0bfb7074dd,Scientific Xenite Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 19.5% to 29.5%.
15,1500,626215ebea,Scientific Xenoid Union,DEFEND,High threat (65.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,d8145cd1f0,Aurelite Commonwealth,DEFEND,High threat (71.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,7315025cfd,Unified Aurelari Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 11.059.
15,1500,d853839dba,Allied Zelite Systems,RESEARCH,Research priorities chosen due to curiosity (84.8) and tech potential (16.8).,Technological level increased by 0.135 to 9.889.
15,1500,c56a0b9792,Allied Elysiis Systems,DEFEND,High threat (67.8) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,2173a01d64,Allied Elysiian Systems,DEFEND,High threat (50.9) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,35390a1939,Valari Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Zelan Union.
15,1500,6d4e0abb77,Scientific Zelan Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,3a3695c8e9,Consolidated Galactican Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,494354518b,Unified Zylarite Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.0% to 49.9%.
15,1500,a425d5c923,Allied Thranari Systems,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
15,1500,9cad00795f,Allied Aethelgardian Systems,RESEARCH,Research priorities chosen due to curiosity (57.6) and tech potential (10.0).,Technological level increased by 0.108 to 7.452.
15,1500,155f4eead5,The Aethelgardan Federation,RESEARCH,Research priorities chosen due to curiosity (85.7) and tech potential (16.1).,Technological level increased by 0.136 to 8.893.
15,1500,35b25d7eaf,Unified Aethelgardis Council,TRADE,Proposed trade agreement to neighbor Allied Aethelgardian Systems (distance: 0.0 LY).,Allied Aethelgardian Systems declined trade proposal from Unified Aethelgardis Council.
15,1500,4e674c46b8,Aethelgardan Directorate,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
15,1500,e4a60e62b6,Unified Zeloid Council,ALLY,Diplomatic outreach for alliance sent to Scientific Zylaroid Union (distance: 0.0 LY).,Scientific Zylaroid Union immediately rejected alliance from Unified Zeloid Council due to low relations (10.3).
15,1500,24423298c0,Scientific Zylaroid Union,DEFEND,Strategic defense posture and peace initiative.,Fortified defenses (+15.0 stability) and signed peace treaty with Allied Thranari Systems.
15,1500,95985a8620,Xenan Directorate,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.955.
15,1500,80be4440e8,Kaelumis Directorate,DEFEND,High threat (60.9) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,c7a93adf27,The Thranis Federation,RESEARCH,Research priorities chosen due to curiosity (68.0) and tech potential (13.2).,Technological level increased by 0.118 to 9.593.
15,1500,df2217070a,Allied Thranari Systems,RESEARCH,Research priorities chosen due to curiosity (81.1) and tech potential (15.1).,Technological level increased by 0.131 to 8.687.
15,1500,c64460376e,Gamma-orionis Directorate,RESEARCH,Research priorities chosen due to curiosity (77.9) and tech potential (15.8).,Technological level increased by 0.128 to 10.441.
15,1500,53e4b98264,Unified Orionian Council,RESEARCH,Research priorities chosen due to curiosity (83.6) and tech potential (17.5).,Technological level increased by 0.134 to 11.078.
15,1500,14c594f145,Unified Orionian Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.8% to 29.8%.
15,1500,075b3fb3b1,Unified Theta-orionis Council,RESEARCH,Research priorities chosen due to curiosity (86.7) and tech potential (18.0).,Technological level increased by 0.137 to 10.951.
15,1500,d401178af2,Theta-orionis Commonwealth,ALLY,Diplomatic outreach for alliance sent to Unified Theta-orionis Council (distance: 0.0 LY).,Unified Theta-orionis Council immediately rejected alliance from Theta-orionis Commonwealth due to low relations (-100.0).
15,1500,6dfc531f16,Unified Xenis Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
15,1500,36b91772ac,Unified Orionis Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.0% to 30.0%.
15,1500,3c983bfdab,Unified Vesperari Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.907.
15,1500,db90f4ff25,Unified Xenan Council,DEFEND,High threat (48.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,cfec2df928,Consolidated Zylarex Worlds,DEFEND,High threat (68.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,a189e2924d,The Thranian Federation,RESEARCH,Research priorities chosen due to curiosity (83.8) and tech potential (14.1).,Technological level increased by 0.134 to 6.903.
15,1500,30e300e760,Scientific Sagittariite Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,65ea513ebb,Unified Sagittarian Council,DEFEND,High threat (54.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,6fbfc2a11d,Unified Orionite Council,RESEARCH,Research priorities chosen due to curiosity (83.3) and tech potential (17.1).,Technological level increased by 0.133 to 10.670.
15,1500,bceea7e00e,Unified Orionan Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,9875fc03a4,Orionian Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Matrioshka Brain.,Advanced Matrioshka Brain construction progress by 19.0% to 86.2%.
15,1500,81601b2e5e,Unified Sigma-orionis Council,RESEARCH,Research priorities chosen due to curiosity (98.3) and tech potential (20.0).,Technological level increased by 0.148 to 10.766.
15,1500,72196fa906,Sigma-orionis Commonwealth,DEFEND,High threat (75.8) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,3c4760ddea,Zelis Commonwealth,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 17.3% to 44.4%.
15,1500,9d578c755a,Scientific Zelian Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.8% to 47.3%.
15,1500,23094db297,Allied Solian Systems,BUILD_MEGASTRUCTURE,Started construction of Orbital Ring to boost galactic Kardashev footprint.,Initiated Orbital Ring project (progress: 10%). Spent 800 resources.
15,1500,642e75a08d,Scientific Thranan Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.1% to 90.0%.
15,1500,b619dd5fb5,Scientific Thranan Union,RESEARCH,Research priorities chosen due to curiosity (87.7) and tech potential (17.9).,Technological level increased by 0.138 to 10.532.
15,1500,e3ba98a843,Unified Valoid Council,RESEARCH,Research priorities chosen due to curiosity (91.0) and tech potential (18.5).,Technological level increased by 0.141 to 10.441.
15,1500,50f9748c73,Scientific Vesperex Union,DEFEND,High threat (57.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,3e1c9fe27e,Cygnian Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Gamma-cygnis Directorate.
15,1500,cb16d2a5bc,Gamma-cygnis Directorate,RESEARCH,Research priorities chosen due to curiosity (67.9) and tech potential (13.8).,Technological level increased by 0.118 to 10.488.
15,1500,340e3912e2,Cygnite Directorate,RESEARCH,Research priorities chosen due to curiosity (86.8) and tech potential (17.7).,Technological level increased by 0.137 to 10.559.
15,1500,6ebb371c3c,The Tau-galacticis Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.8% to 28.8%.
15,1500,1b37c066da,Valis Commonwealth,ALLY,No alliance targets found within proximity.,Fell back to defense posturing: boosted stability by +10.0.
15,1500,f4a721a47f,Gamma-galacticis Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 19.0% to 66.5%.
15,1500,63d8758b53,The Aurelex Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 17.5% to 27.5%.
15,1500,415811daec,Solian Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (24.0).,Gained 300.0 resource units and +5.0 stability.
15,1500,cb312b9d86,Aurelex Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
15,1500,53dc64803e,Scientific Orionian Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.4% to 29.4%.
15,1500,5b3c302325,Scientific Bulgian Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,947f74a852,Allied Sagittariite Systems,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 17.8% to 27.8%.
15,1500,7df05aba52,Unified Sagittarian Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,e23dc5e375,Republic of Galactician,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (25.6).,Gained 300.0 resource units and +5.0 stability.
15,1500,77811a2fa9,Gaeian Directorate,RESEARCH,Research priorities chosen due to curiosity (85.1) and tech potential (15.9).,Technological level increased by 0.135 to 8.866.
15,1500,4a9574c523,Scientific Kaelumite Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
15,1500,e99c95009e,Merex Directorate,RESEARCH,Research priorities chosen due to curiosity (85.6) and tech potential (17.8).,Technological level increased by 0.136 to 10.973.
