event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
prc_737263,988850,Year 988850,Market Crash,Economy,The Unified Technocracy,The Great Gamma-orionis Imperium,Polaris Major,15.0,Significant,"In Year 988850, a gold rush of rare FTL fuel elements triggered an economic boom for The Unified Technocracy in the Polaris Major system."
prc_119069,988936,Year 988936,Megastructure Completion,Science,The Great Scientific Imperium,The Scientific Technocracy,Betelgeuse Minor,60.0,Major,"In Year 988936, a breakthrough in zero-point energy generation in The Great Scientific Imperium boosted industrial capacity."
prc_449255,989032,Year 989032,Scientific Breakthrough,Science,The Bulgite Technocracy,The Scientific Technocracy,Aldebaran Prime,15.0,Significant,"In Year 989032, a breakthrough in zero-point energy generation in The Bulgite Technocracy boosted industrial capacity."
prc_774452,989126,Year 989126,Megastructure Completion,Science,The Unified Technocracy,The Bulgian Star Empire,Castor Sigma,60.0,Major,"In Year 989126, The Unified Technocracy successfully completed a Kardashev Type II Dyson Swarm project around the star Castor Sigma."
prc_556614,989222,Year 989222,Megastructure Completion,Science,The Orionite Technocracy,The Bulgite Technocracy,Vega Arm,60.0,Major,"In Year 989222, researchers in The Orionite Technocracy achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_267227,989284,Year 989284,Scientific Breakthrough,Science,The Great Xenex Imperium,The Thranis Star Empire,Sirius Arm,15.0,Significant,"In Year 989284, researchers in The Great Xenex Imperium achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_534151,989375,Year 989375,AI Uprising,Crisis,The Kaelumis AI Hegemony,The Scientific Technocracy,Aldebaran Reach,85.0,Epochal,"In Year 989375, the FTL jump gate in Aldebaran Reach suffered a critical containment breach, isolating several systems."
prc_876215,989472,Year 989472,Colony Assault,Military,The Unified AI Hegemony,The Cygnian Star Empire,Arcturus Expanse,25.0,Significant,"In Year 989472, a skirmish broke out in Arcturus Expanse between The Unified AI Hegemony patrols and The Cygnian Star Empire raiders."
prc_359836,989553,Year 989553,FTL Network Failure,Crisis,The Great Unified Imperium,The Great Thranite Imperium,Pollux Sigma,80.0,Epochal,"In Year 989553, a mysterious cosmic pandemic swept through Pollux Sigma, affecting the populations of The Great Unified Imperium and The Great Thranite Imperium."
prc_282329,989627,Year 989627,Scientific Breakthrough,Science,The Scientific Technocracy,The Great Zylarite Imperium,Centauri Reach,15.0,Significant,"In Year 989627, a breakthrough in zero-point energy generation in The Scientific Technocracy boosted industrial capacity."
prc_909171,989686,Year 989686,Wormhole Collapse,Crisis,The Allied Star Empire,The Unified Technocracy,Procyon Reach,70.0,Epochal,"In Year 989686, a rogue AI network in The Allied Star Empire initiated a localized machine uprising, causing widespread panic in Procyon Reach."
prc_764875,989769,Year 989769,Pandemic Event,Crisis,The Perseian Technocracy,The Omega-bulgis AI Hegemony,Antares Arm,60.0,Major,"In Year 989769, the FTL jump gate in Antares Arm suffered a critical containment breach, isolating several systems."
prc_786285,989867,Year 989867,Economic Collapse,Economy,The Unified Star Empire,The Consolidated Epsilon-perseis Systems,Rigel Prime,75.0,Epochal,"In Year 989867, The Unified Star Empire experienced a massive hyperinflation crisis, destabilizing trade routes across Rigel Prime."
prc_206446,989964,Year 989964,War End,Military,The Unified AI Hegemony,The Orionite AI Hegemony,Procyon Reach,20.0,Significant,"In Year 989964, The Unified AI Hegemony successfully annexed colonies of The Orionite AI Hegemony after a siege on their outer defense platforms."
prc_292661,990053,Year 990053,Trade Agreement,Economy,The Great Theta-orionis Imperium,The Great Unified Imperium,Vega Major,5.0,Minor,"In Year 990053, resource depletion in the Vega Major sector caused trade disruptions for The Great Theta-orionis Imperium."
prc_181356,990139,Year 990139,Defense Pact,Diplomacy,The Great Meroid Imperium,The Meran AI Hegemony,Castor Minor,20.0,Significant,"In Year 990139, diplomatic relations between The Great Meroid Imperium and The Meran AI Hegemony soured following a border dispute near Castor Minor."
prc_218774,990209,Year 990209,Galactic Federation,Diplomacy,The Scientific Technocracy,The Great Aurelite Imperium,Rigel Arm,40.0,Major,"In Year 990209, The Scientific Technocracy acted as a peace mediator between The Great Aurelite Imperium and local independent factions."
prc_640200,990294,Year 990294,Alliance Formation,Diplomacy,The Unified Technocracy,The Scientific Star Empire,Perseus Nebula,15.0,Significant,"In Year 990294, the The Unified Technocracy and The Scientific Star Empire formed a unified economic bloc during the Summit of Perseus Nebula."
prc_820689,990352,Year 990352,Colonization,Colonization,The Great Scientific Imperium,The Consolidated Consolidated Systems,Centauri Arm,8.0,Minor,"In Year 990352, The Great Scientific Imperium established a science outpost on a hostile frozen planet in the Centauri Arm system."
prc_118731,990428,Year 990428,Economic Collapse,Economy,The Great Scientific Imperium,The Orionian Technocracy,Rigel Prime,75.0,Epochal,"In Year 990428, The Great Scientific Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Rigel Prime."
prc_391725,990497,Year 990497,Trade Agreement,Economy,The Great Thranite Imperium,The Unified AI Hegemony,Procyon Nebula,5.0,Minor,"In Year 990497, industrial megacorporations in The Great Thranite Imperium completed a major FTL trade hub in Procyon Nebula, boosting GDP."
prc_410118,990571,Year 990571,Megastructure Completion,Science,The Scientific Technocracy,The Consolidated Technocracy,Antares Beta,60.0,Major,"In Year 990571, the The Scientific Technocracy completed the construction of a stellar observatory in Antares Beta, discovering new hyperspace routes."
prc_100103,990665,Year 990665,AI Uprising,Crisis,The Unified Technocracy,The Bulgian Star Empire,Procyon Beta,85.0,Epochal,"In Year 990665, a catastrophic solar flare in Procyon Beta destroyed major surface infrastructure belonging to The Unified Technocracy."
prc_564172,990751,Year 990751,Colonization,Colonization,The Great Dominion Imperium,The Scientific Technocracy,Sagittarius Beta,8.0,Minor,"In Year 990751, The Great Dominion Imperium established a science outpost on a hostile frozen planet in the Sagittarius Beta system."
prc_344003,990851,Year 990851,Colonization,Colonization,The Omega-bulgis AI Hegemony,The Thranari Technocracy,Centauri Beta,8.0,Minor,"In Year 990851, a joint colony was founded in Centauri Beta by settlers from both The Omega-bulgis AI Hegemony and The Thranari Technocracy."
prc_228194,990940,Year 990940,War End,Military,The Consolidated Chi-bulgis Systems,The Great Unified Imperium,Capella Minor,20.0,Significant,"In Year 990940, The Consolidated Chi-bulgis Systems successfully annexed colonies of The Great Unified Imperium after a siege on their outer defense platforms."
prc_503315,990993,Year 990993,War End,Military,The Unified Star Empire,The Great Unified Imperium,Pollux Reach,20.0,Significant,"In Year 990993, the joint fleets of The Unified Star Empire and The Great Unified Imperium conducted a major peacekeeping operation in Pollux Reach."
prc_778240,991068,Year 991068,War End,Military,The Valite Technocracy,The Great Scientific Imperium,Procyon Sigma,20.0,Significant,"In Year 991068, the The Valite Technocracy launched a surprise offensive against The Great Scientific Imperium over territorial claims in the Procyon Sigma sector."
prc_435613,991121,Year 991121,Peace Treaty Signing,Diplomacy,The Scientific AI Hegemony,The Consolidated Technocracy,Betelgeuse Minor,20.0,Significant,"In Year 991121, The Scientific AI Hegemony acted as a peace mediator between The Consolidated Technocracy and local independent factions."
prc_164882,991178,Year 991178,Scientific Breakthrough,Science,The Meran AI Hegemony,The Great Cygnite Imperium,Polaris Major,15.0,Significant,"In Year 991178, the The Meran AI Hegemony completed the construction of a stellar observatory in Polaris Major, discovering new hyperspace routes."
prc_167032,991253,Year 991253,Economic Collapse,Economy,The Scientific Technocracy,The Great Zylarian Imperium,Centauri Major,75.0,Epochal,"In Year 991253, The Scientific Technocracy experienced a massive hyperinflation crisis, destabilizing trade routes across Centauri Major."
prc_832275,991347,Year 991347,Refugee Crisis,Crisis,The Consolidated Valari Systems,The Zelis AI Hegemony,Polaris Reach,55.0,Major,"In Year 991347, the FTL jump gate in Polaris Reach suffered a critical containment breach, isolating several systems."
prc_353338,991433,Year 991433,Scientific Breakthrough,Science,The Scientific Technocracy,The Great Scientific Imperium,Sagittarius Reach,15.0,Significant,"In Year 991433, a breakthrough in zero-point energy generation in The Scientific Technocracy boosted industrial capacity."
prc_270253,991512,Year 991512,Deep Space Engagement,Military,The Thranite Star Empire,The Nu-cygnis Star Empire,Sirius Sigma,15.0,Significant,"In Year 991512, the joint fleets of The Thranite Star Empire and The Nu-cygnis Star Empire conducted a major peacekeeping operation in Sirius Sigma."
prc_109157,991563,Year 991563,Orbital Battle,Military,The Unified AI Hegemony,The Unified Star Empire,Sirius Major,15.0,Significant,"In Year 991563, The Unified AI Hegemony successfully annexed colonies of The Unified Star Empire after a siege on their outer defense platforms."
prc_400380,991638,Year 991638,FTL Network Failure,Crisis,The Scientific Technocracy,The Consolidated Technocracy,Pollux Minor,80.0,Epochal,"In Year 991638, a rogue AI network in The Scientific Technocracy initiated a localized machine uprising, causing widespread panic in Pollux Minor."
prc_143581,991729,Year 991729,Colonization,Colonization,The Unified Technocracy,The Scientific Technocracy,Perseus Major,8.0,Minor,"In Year 991729, colonial fleets from The Unified Technocracy successfully terraformed and settled the prime world of Perseus Major."
prc_637955,991817,Year 991817,Planetary Invasion,Military,The Great Unified Imperium,The Scientific Technocracy,Antares Sigma,30.0,Significant,"In Year 991817, the The Great Unified Imperium launched a surprise offensive against The Scientific Technocracy over territorial claims in the Antares Sigma sector."
prc_372571,991893,Year 991893,Colonization,Colonization,The Vesperan Technocracy,The Scientific AI Hegemony,Pollux Nebula,8.0,Minor,"In Year 991893, The Vesperan Technocracy established a science outpost on a hostile frozen planet in the Pollux Nebula system."
prc_854733,991955,Year 991955,Galactic Federation,Diplomacy,The Great Unified Imperium,The Consolidated Orionite Systems,Sirius Nebula,40.0,Major,"In Year 991955, the The Great Unified Imperium and The Consolidated Orionite Systems formed a unified economic bloc during the Summit of Sirius Nebula."
prc_850121,992016,Year 992016,Colonization,Colonization,The Great Unified Imperium,The Allied Technocracy,Capella Reach,8.0,Minor,"In Year 992016, a joint colony was founded in Capella Reach by settlers from both The Great Unified Imperium and The Allied Technocracy."
prc_391980,992078,Year 992078,Megastructure Completion,Science,The Consolidated Scientific Systems,The Great Scientific Imperium,Sagittarius Prime,60.0,Major,"In Year 992078, a breakthrough in zero-point energy generation in The Consolidated Scientific Systems boosted industrial capacity."
prc_677697,992140,Year 992140,Trade Agreement,Economy,The Great Unified Imperium,The Great Consolidated Imperium,Rigel Minor,5.0,Minor,"In Year 992140, resource depletion in the Rigel Minor sector caused trade disruptions for The Great Unified Imperium."
prc_752860,992237,Year 992237,Colonization,Colonization,The Great Consolidated Imperium,The Great Allied Imperium,Sagittarius Prime,8.0,Minor,"In Year 992237, The Great Consolidated Imperium established a science outpost on a hostile frozen planet in the Sagittarius Prime system."
prc_905674,992287,Year 992287,FTL Network Failure,Crisis,The Consolidated Perseian Systems,The Great Meran Imperium,Arcturus Expanse,80.0,Epochal,"In Year 992287, a rogue AI network in The Consolidated Perseian Systems initiated a localized machine uprising, causing widespread panic in Arcturus Expanse."
prc_823950,992357,Year 992357,Economic Collapse,Economy,The Scientific AI Hegemony,The Zylarian AI Hegemony,Aldebaran Prime,75.0,Epochal,"In Year 992357, resource depletion in the Aldebaran Prime sector caused trade disruptions for The Scientific AI Hegemony."
