era_name,start_year,end_year,dominant_empire,major_events
Age of Expansion,842000,843500,The Consolidated Star Empire,"FTL Network Failure (Year 842116): In Year 842116, the FTL jump gate in Vega Minor suffered a c... | Wormhole Collapse (Year 842308): In Year 842308, a mysterious cosmic pandemic swept through V... | FTL Network Failure (Year 842925): In Year 842925, a catastrophic solar flare in Sagittarius Pr... | Megastructure Completion (Year 842997): In Year 842997, researchers in The Unified Star Empire achie... | AI Uprising (Year 843155): In Year 843155, the FTL jump gate in Arcturus Reach suffered... | Defense Pact (Year 843285): In Year 843285, diplomatic relations between The Cygnian Tec..."
Age of Federations,843500,844000,The Great Scientific Imperium,"Galactic Federation (Year 843677): In Year 843677, The Unified Technocracy acted as a peace med... | Galactic Federation (Year 843739): In Year 843739, the The Great Scientific Imperium and The Sc..."
Age of Trade,844000,844500,The Scientific AI Hegemony,"Economic Collapse (Year 844051): In Year 844051, industrial megacorporations in The Scientifi... | Megastructure Completion (Year 844212): In Year 844212, researchers in The Great Consolidated Imperi..."
Age of Expansion,844500,845000,The Unified AI Hegemony,"AI Uprising (Year 844778): In Year 844778, a rogue AI network in The Consolidated Chi-b... | AI Uprising (Year 844920): In Year 844920, a mysterious cosmic pandemic swept through O..."
Age of Trade,845000,845500,The Great Consolidated Imperium,"Wormhole Collapse (Year 845295): In Year 845295, a catastrophic solar flare in Rigel Reach de... | Defense Pact (Year 845076): In Year 845076, the The Great Allied Imperium and The Aurela..."
Age of Expansion,845500,846000,The Scientific Technocracy,"AI Uprising (Year 845828): In Year 845828, a mysterious cosmic pandemic swept through O... | Wormhole Collapse (Year 845500): In Year 845500, a mysterious cosmic pandemic swept through V..."
Age of Colonization,846000,846500,The Unified Technocracy,"Galactic Federation (Year 846192): In Year 846192, the The Great Valari Imperium and The Aureli... | Planetary Invasion (Year 846474): In Year 846474, the The Consolidated Valari Systems launched..."
Age of Conflict,846500,847000,The Scientific Technocracy,"Megastructure Completion (Year 846628): In Year 846628, a breakthrough in zero-point energy generati... | Refugee Crisis (Year 846538): In Year 846538, a rogue AI network in The Scientific Technoc..."
Age of Expansion,847000,848000,The Consolidated Aurelari Systems,"Megastructure Completion (Year 847082): In Year 847082, a breakthrough in zero-point energy generati... | Refugee Crisis (Year 847186): In Year 847186, a rogue AI network in The Xenan Technocracy ... | Pandemic Event (Year 847622): In Year 847622, a catastrophic solar flare in Orion Reach de... | Pandemic Event (Year 847694): In Year 847694, the FTL jump gate in Castor Nebula suffered ..."
Age of Trade,848000,848500,The Unified Star Empire,"Peace Treaty Signing (Year 848142): In Year 848142, diplomatic relations between The Sigma-orion... | Defense Pact (Year 848380): In Year 848380, the The Thranite Technocracy and The Consoli..."
Age of Federations,848500,849000,The Great Allied Imperium,"Megastructure Completion (Year 848946): In Year 848946, the The Scientific Technocracy completed the... | War Declaration (Year 848531): In Year 848531, The Great Consolidated Imperium successfully..."
Age of Expansion,849000,849500,The Great Unified Imperium,"Pandemic Event (Year 849415): In Year 849415, a rogue AI network in The Great Consolidated... | Megastructure Completion (Year 849479): In Year 849479, researchers in The Great Unified Imperium ac..."
Age of Federations,849500,850000,The Gamma-galacticis Technocracy,"Resource Catastrophe (Year 849759): In Year 849759, a rogue AI network in The Aurelari Technocra... | Galactic Federation (Year 849659): In Year 849659, the The Scientific Technocracy and The Allie..."
Age of Expansion,850000,851000,The Great Unified Imperium,"Resource Catastrophe (Year 850466): In Year 850466, a mysterious cosmic pandemic swept through A... | Megastructure Completion (Year 850223): In Year 850223, a breakthrough in zero-point energy generati... | Wormhole Collapse (Year 850601): In Year 850601, a rogue AI network in The Great Unified Impe... | Planetary Invasion (Year 850897): In Year 850897, the The Scientific Technocracy launched a su..."
Age of Conflict,851000,851500,The Great Unified Imperium,"Megastructure Completion (Year 851458): In Year 851458, researchers in The Great Unified Imperium ac... | Galactic Federation (Year 851039): In Year 851039, diplomatic relations between The Orionan Tec..."
Age of Trade,851500,852500,The Unified AI Hegemony,"Megastructure Completion (Year 851674): In Year 851674, a breakthrough in zero-point energy generati... | Megastructure Completion (Year 851926): In Year 851926, a breakthrough in zero-point energy generati... | Wormhole Collapse (Year 852077): In Year 852077, a catastrophic solar flare in Centauri Reach... | Resource Catastrophe (Year 852373): In Year 852373, a rogue AI network in The Unified Star Empir..."
Age of Collapse,852500,853000,The Vesperian Star Empire,"Resource Catastrophe (Year 852565): In Year 852565, a rogue AI network in The Vesperian Star Emp... | Galactic Federation (Year 852679): In Year 852679, The Consolidated Persean Systems acted as a ..."
Age of Trade,853000,853500,The Great Unified Imperium,"Economic Collapse (Year 853092): In Year 853092, a gold rush of rare FTL fuel elements trigge... | Economic Collapse (Year 853386): In Year 853386, resource depletion in the Sagittarius Beta s..."
Age of Expansion,853500,854000,The Great Scientific Imperium,"FTL Network Failure (Year 853954): In Year 853954, the FTL jump gate in Betelgeuse Major suffer... | Galactic Federation (Year 853742): In Year 853742, diplomatic relations between The Great Unifi..."
Age of Collapse,854000,855000,The Consolidated Star Empire,"AI Uprising (Year 854121): In Year 854121, a rogue AI network in The Kaelumis Technocra... | AI Uprising (Year 854360): In Year 854360, a rogue AI network in The Great Scientific I... | Wormhole Collapse (Year 854639): In Year 854639, a catastrophic solar flare in Sagittarius Ar... | Megastructure Completion (Year 854577): In Year 854577, researchers in The Great Consolidated Imperi..."
Age of Federations,855000,855500,The Consolidated Allied Systems,"Resource Catastrophe (Year 855298): In Year 855298, a mysterious cosmic pandemic swept through O... | Galactic Federation (Year 855075): In Year 855075, The Consolidated Allied Systems acted as a p..."
Age of Collapse,855500,856000,The Allied Star Empire,"Megastructure Completion (Year 855602): In Year 855602, the The Unified AI Hegemony completed the co... | Pandemic Event (Year 855791): In Year 855791, a catastrophic solar flare in Betelgeuse Exp..."
Age of Expansion,856000,856500,The Great Unified Imperium,"Megastructure Completion (Year 856055): In Year 856055, researchers in The Great Unified Imperium ac... | Scientific Breakthrough (Year 856143): In Year 856143, researchers in The Sigma-orionis Star Empire..."
Age of Collapse,856500,857000,The Unified Technocracy,"Economic Collapse (Year 856653): In Year 856653, The Consolidated Zelari Systems experienced ... | Colony Assault (Year 856710): In Year 856710, a skirmish broke out in Arcturus Nebula betw..."
Age of Expansion,857000,857500,The Great Scientific Imperium,"Economic Collapse (Year 857480): In Year 857480, resource depletion in the Perseus Beta secto... | Wormhole Collapse (Year 857400): In Year 857400, the FTL jump gate in Sagittarius Minor suffe..."
Age of Trade,857500,858000,The Great Consolidated Imperium,"Economic Collapse (Year 857786): In Year 857786, The Great Scientific Imperium experienced a ... | Wormhole Collapse (Year 857708): In Year 857708, a catastrophic solar flare in Betelgeuse Rea..."
Age of Expansion,858000,858500,The Consolidated Scientific Systems,"AI Uprising (Year 858005): In Year 858005, a catastrophic solar flare in Pollux Reach d... | Resource Catastrophe (Year 858304): In Year 858304, the FTL jump gate in Rigel Expanse suffered ..."
Age of Federations,858500,859000,The Great Consolidated Imperium,"Megastructure Completion (Year 858522): In Year 858522, the The Perseian AI Hegemony completed the c... | Defense Pact (Year 858795): In Year 858795, the The Consolidated Scientific Systems and ..."
Age of Conflict,859000,859500,The Meroid AI Hegemony,"AI Uprising (Year 859390): In Year 859390, a catastrophic solar flare in Procyon Minor ... | War Declaration (Year 859065): In Year 859065, a skirmish broke out in Orion Beta between T..."
Age of Trade,859500,860000,The Scientific Technocracy,"Economic Collapse (Year 859632): In Year 859632, a gold rush of rare FTL fuel elements trigge... | Wormhole Collapse (Year 859536): In Year 859536, the FTL jump gate in Capella Minor suffered ..."
Age of Expansion,860000,860500,The Unified Technocracy,"Economic Collapse (Year 860068): In Year 860068, resource depletion in the Capella Expanse se... | Megastructure Completion (Year 860399): In Year 860399, a breakthrough in zero-point energy generati..."
Age of Trade,860500,861000,The Great Scientific Imperium,"Economic Collapse (Year 860764): In Year 860764, industrial megacorporations in The Scientifi... | Pandemic Event (Year 860566): In Year 860566, the FTL jump gate in Sagittarius Arm suffere..."
Age of Expansion,861000,861500,The Scientific Technocracy,"Megastructure Completion (Year 861008): In Year 861008, The Scientific Star Empire successfully comp... | Megastructure Completion (Year 861080): In Year 861080, The Scientific Technocracy successfully comp..."
Age of Trade,861500,862000,The Scientific Technocracy,"FTL Network Failure (Year 861775): In Year 861775, the FTL jump gate in Antares Sigma suffered ... | Galactic Federation (Year 861857): In Year 861857, The Xenan Technocracy acted as a peace media..."
Age of Colonization,862000,862500,The Great Scientific Imperium,"FTL Network Failure (Year 862404): In Year 862404, a catastrophic solar flare in Vega Nebula de... | Peace Treaty Signing (Year 862334): In Year 862334, diplomatic relations between The Great Conso..."
Age of Expansion,862500,863000,The Consolidated Scientific Systems,"Economic Collapse (Year 862655): In Year 862655, resource depletion in the Sirius Prime secto... | Resource Catastrophe (Year 862905): In Year 862905, a catastrophic solar flare in Betelgeuse Rea..."
Age of Colonization,863000,864000,The Unified Technocracy,"Colony Assault (Year 863288): In Year 863288, the The Great Allied Imperium launched a sur... | War Declaration (Year 863456): In Year 863456, a devastating fleet battle occurred in the A... | Resource Catastrophe (Year 863987): In Year 863987, a catastrophic solar flare in Sirius Sigma d... | Megastructure Completion (Year 863643): In Year 863643, researchers in The Consolidated Orionan Syst..."
Age of Expansion,864000,864500,The Great Unified Imperium,"FTL Network Failure (Year 864365): In Year 864365, a rogue AI network in The Consolidated Gaeia... | Megastructure Completion (Year 864130): In Year 864130, the The Great Unified Imperium completed the..."
Age of Federations,864500,865500,The Great Unified Imperium,"Pandemic Event (Year 864770): In Year 864770, a catastrophic solar flare in Betelgeuse Bet... | Refugee Crisis (Year 864542): In Year 864542, a catastrophic solar flare in Betelgeuse Arm... | FTL Network Failure (Year 865221): In Year 865221, a mysterious cosmic pandemic swept through P... | Resource Catastrophe (Year 865130): In Year 865130, a rogue AI network in The Aurelari Technocra..."
Age of Collapse,865500,866000,The Unified AI Hegemony,"Pandemic Event (Year 865983): In Year 865983, a catastrophic solar flare in Centauri Prime... | Defense Pact (Year 865858): In Year 865858, The Scientific Technocracy acted as a peace ..."
